Date/Time,Electricity:HVAC [J](TimeStep),Heating:Electricity [J](TimeStep),Cooling:Electricity [J](TimeStep),InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](Hourly) 
 06/20  08:00:00,29795183.91945611,9523198.076583719,15414765.955578506,10720868.399999974,50767657.11945609 
 06/20  09:00:00,18373247.102199655,0.0,16774836.590019248,32162605.199999925,73601963.10219957 
 06/20  10:00:00,20524194.409243476,0.0,19880969.720001157,32162605.199999925,75752910.40924339 
 06/20  11:00:00,22966480.15775779,0.0,22182335.869457275,32162605.199999925,78195196.1577577 
 06/20  12:00:00,24334879.56302291,0.0,23435925.33041948,32162605.199999925,79563595.56302282 
 06/20  13:00:00,23653430.99837479,0.0,22788498.210528873,32162605.199999925,76319245.79837471 
 06/20  14:00:00,27874904.913291782,0.0,26614219.806515913,32162605.199999925,83103620.91329171 
 06/20  15:00:00,29770770.959707107,0.0,28350276.40879754,32162605.199999925,84999486.95970704 
 06/20  16:00:00,31433217.575225867,0.0,29854077.934966084,32162605.199999925,86661933.5752258 
 06/20  17:00:00,32375677.96826235,0.0,30707308.802495703,32162605.199999925,87604393.96826226 
 06/20  18:00:00,26838658.163948357,0.0,25771437.92382911,25015359.599999942,72357227.3639483 
 06/20  19:00:00,20540213.437423564,0.0,19949637.980482854,17868113.99999996,53785734.637423515 
 06/20  20:00:00,17011098.156750567,0.0,16513289.98337378,17868113.99999996,50256619.356750526 
 06/20  21:00:00,17260482.99046408,0.0,16762674.817087298,10720868.399999974,40795857.39046406 
 06/20  22:00:00,16807145.430158034,0.0,16309337.256781248,10720868.399999974,40342519.830158 
 06/20  23:00:00,16411031.486442719,0.0,15913223.313065931,3573622.799999992,30236259.08644271 
 06/20  24:00:00,20066528.217080876,0.0,15716772.187766353,1786811.399999996,32104944.417080864 
 06/21  01:00:00,20635410.91018667,256812.95773275755,15521378.065160032,1786811.399999996,32673827.11018666 
 06/21  02:00:00,22522936.39508838,1948946.620632119,15716769.887162374,1786811.399999996,34561352.59508836 
 06/21  03:00:00,23110880.414419115,2732282.4625671227,15521378.06455811,1786811.399999996,35149296.61441911 
 06/21  04:00:00,23770709.49982751,3196719.725371412,15716769.887162212,1786811.399999996,35809125.6998275 
 06/21  05:00:00,24088996.139270693,3515004.0651577986,15716772.186819008,1786811.399999996,36127412.33927069 
 06/21  06:00:00,22389203.043007027,2010605.090553269,15521378.06515988,3573622.799999992,36214430.643007025 
 06/21  07:00:00,48141086.000679344,27762490.34981925,15521375.763566209,3573622.799999992,61966313.60067934 
 06/21  08:00:00,25784586.671653587,5555626.526036633,15371740.258323072,10720868.399999974,46757059.87165356 
 06/21  09:00:00,20401107.393304095,0.0,19435834.78572781,32162605.199999925,75629823.393304 
 06/21  10:00:00,24664717.427015644,0.0,23817606.67165595,32162605.199999925,79893433.42701557 
 06/21  11:00:00,25217240.667540226,0.0,24353538.64034933,32162605.199999925,80445956.66754015 
 06/21  12:00:00,25960882.450738996,0.0,25029697.569038708,32162605.199999925,81189598.45073892 
 06/21  13:00:00,25883378.463289082,0.0,24975961.52133339,32162605.199999925,78549193.26328899 
 06/21  14:00:00,30197365.798451815,0.0,28926697.80481339,32162605.199999925,85426081.79845172 
 06/21  15:00:00,31093277.24335449,0.0,29691865.413741063,32162605.199999925,86321993.2433544 
 06/21  16:00:00,33060913.48489027,0.0,31396696.591314066,32162605.199999925,88289629.4848902 
 06/21  17:00:00,36371389.40234451,0.0,34199384.03404417,32162605.199999925,91600105.40234442 
 06/21  18:00:00,28891902.54976879,0.0,27607792.703632787,25015359.599999942,74410471.74976873 
 06/21  19:00:00,17397549.639152005,0.0,16867219.177881915,17868113.99999996,50643070.83915196 
 06/21  20:00:00,15532854.606832469,0.0,15035046.433455681,17868113.99999996,48778375.80683242 
 06/21  21:00:00,15344474.196938878,0.0,14846666.02356209,10720868.399999974,38879848.59693885 
 06/21  22:00:00,15344474.196927208,0.0,14846666.023550421,10720868.399999974,38879848.596927166 
 06/21  23:00:00,15157060.848514574,0.0,14659252.675137786,3573622.799999992,28982288.44851456 
 06/21  24:00:00,19083089.907191105,0.0,14472794.678010948,1786811.399999996,31121506.10719109 
 06/22  01:00:00,20213928.457785998,746263.6304305262,14610444.940061588,1786811.399999996,32252344.657785986 
 06/22  02:00:00,22285007.615790565,2817376.5701033045,14610411.15839338,1786811.399999996,34323423.81579056 
 06/22  03:00:00,22870666.37839758,3590918.9703528243,14422527.520750873,1786811.399999996,34909082.57839757 
 06/22  04:00:00,23652468.09631814,4372720.686611864,14422527.522412391,1786811.399999996,35690884.29631812 
 06/22  05:00:00,24230698.796254925,4950951.386547188,14422527.522413854,1786811.399999996,36269114.99625492 
 06/22  06:00:00,22773035.63932529,3493288.2296175505,14422527.522413857,3573622.799999992,36598263.23932528 
 06/22  07:00:00,48522320.89298467,29429504.28904724,14235596.716643546,3573622.799999992,62347548.49298467 
 06/22  08:00:00,26300010.33237338,7155545.045311218,14287245.399768282,10720868.399999974,47272483.532373354 
 06/22  09:00:00,18230528.833607655,0.0,16940619.187027857,32162605.199999925,73459244.83360757 
 06/22  10:00:00,22369827.541625082,0.0,21632929.331165355,32162605.199999925,77598543.54162501 
 06/22  11:00:00,23997734.72656744,0.0,23158312.51430866,32162605.199999925,79226450.72656736 
 06/22  12:00:00,25084660.980405133,0.0,24144691.12704111,32162605.199999925,80313376.98040506 
 06/22  13:00:00,24082528.372658093,0.0,23200987.97121842,32162605.199999925,76748343.172658 
 06/22  14:00:00,26655773.01897719,0.0,25506000.65307535,32162605.199999925,81884489.0189771 
 06/22  15:00:00,28046885.12391651,0.0,26775022.025875453,32162605.199999925,83275601.12391642 
 06/22  16:00:00,29486518.068202052,0.0,28092483.267853178,32162605.199999925,84715234.06820197 
 06/22  17:00:00,30036827.10276337,0.0,28583249.358852446,32162605.199999925,85265543.10276328 
 06/22  18:00:00,25918509.876550578,0.0,24874474.327793114,25015359.599999942,71437079.07655053 
 06/22  19:00:00,19216094.17906884,0.0,18644206.673209224,17868113.99999996,52461615.379068784 
 06/22  20:00:00,16067445.857579231,0.0,15569637.684202444,17868113.99999996,49312967.05757918 
 06/22  21:00:00,16181763.491227342,0.0,15683955.317850556,10720868.399999974,39717137.89122731 
 06/22  22:00:00,16143697.228423178,0.0,15645889.05504639,10720868.399999974,39679071.628423154 
 06/22  23:00:00,17070318.298491158,0.0,15606119.52569196,3573622.799999992,30895545.898491148 
 06/22  24:00:00,20419098.592376977,147113.891341386,15414764.81374171,1786811.399999996,32457514.79237697 
 06/23  01:00:00,21884486.707986176,1612502.0070937464,15414764.813598543,1786811.399999996,33922902.90798616 
 06/23  02:00:00,23780783.214489885,3508798.5135974586,15414764.813598543,1786811.399999996,35819199.41448988 
 06/23  03:00:00,25663320.249004602,4209676.530154975,16596423.831555746,1786811.399999996,37701736.4490046 
 06/23  04:00:00,25437198.886442613,4974010.891411498,15605968.107737232,1786811.399999996,37475615.0864426 
 06/23  05:00:00,26176587.683334004,5327488.169599777,15991879.626440343,1786811.399999996,38215003.883333996 
 06/23  06:00:00,24859877.911488682,3816347.433479101,16186310.590715695,3573622.799999992,38685105.51148867 
 06/23  07:00:00,44730747.15081668,23491738.863545235,16381788.399977561,3573622.799999992,58555974.75081667 
 06/23  08:00:00,21089815.26620604,0.0,17202740.300085213,10720868.399999974,42062288.46620601 
 06/23  09:00:00,27231342.792578503,0.0,25489997.269055177,32162605.199999925,82460058.79257843 
 06/23  10:00:00,31063087.59026937,0.0,29936124.13836529,32162605.199999925,86291803.5902693 
 06/23  11:00:00,30655975.920651756,0.0,29599952.63361771,32162605.199999925,85884691.92065167 
 06/23  12:00:00,30072377.26729318,0.0,29048278.494348813,32162605.199999925,85301093.26729313 
 06/23  13:00:00,29241037.32483933,0.0,28292679.05608744,32162605.199999925,81906852.12483923 
 06/23  14:00:00,33932743.88137751,0.0,32569963.655791603,32162605.199999925,89161459.88137741 
 06/23  15:00:00,34889405.76855628,0.0,33431837.404519744,32162605.199999925,90118121.7685562 
 06/23  16:00:00,34729768.69857245,0.0,33290103.34539311,32162605.199999925,89958484.69857238 
 06/23  17:00:00,32702524.435282085,0.0,31442969.744090658,32162605.199999925,87931240.43528202 
 06/23  18:00:00,26011159.888488416,0.0,25237125.786436312,25015359.599999942,71529729.08848834 
 06/23  19:00:00,23965218.803368285,0.0,19104989.64913111,17868113.99999996,57210740.003368214 
 06/23  20:00:00,19501380.380412266,0.0,19003572.20703548,17868113.99999996,52746901.58041221 
 06/23  21:00:00,19963315.034147162,0.0,19465506.860770375,10720868.399999974,43498689.43414713 
 06/23  22:00:00,19963315.034444757,0.0,19465506.861067973,10720868.399999974,43498689.434444726 
 06/23  23:00:00,20297536.0241301,0.0,19704468.30350832,3573622.799999992,34122763.624130085 
 06/23  24:00:00,23561198.617422353,0.0,19704468.30456886,1786811.399999996,35599614.817422345 
 06/24  01:00:00,19971127.00441974,0.0,19473318.831042953,1786811.399999996,29446642.00441973 
 06/24  02:00:00,20207972.190761,0.0,19710164.017384212,1786811.399999996,29683487.190760992 
 06/24  03:00:00,20207972.192703974,0.0,19710164.01932719,1786811.399999996,29683487.192703966 
 06/24  04:00:00,20446120.739232812,0.0,19948312.56585603,1786811.399999996,29921635.739232805 
 06/24  05:00:00,20446134.194507606,0.0,19948326.02113082,1786811.399999996,29921649.19450759 
 06/24  06:00:00,20211903.253759574,0.0,19714095.080382787,1786811.399999996,29687418.253759563 
 06/24  07:00:00,20447941.733820003,0.0,19950133.560443215,3573622.799999992,34273169.333819985 
 06/24  08:00:00,20685270.41513617,0.0,20187462.241759386,3573622.799999992,34510498.01513616 
 06/24  09:00:00,20448031.566840544,0.0,19950223.393463753,17868113.99999996,51130651.56684051 
 06/24  10:00:00,20448031.567007426,0.0,19950223.39363064,17868113.99999996,51130651.56700738 
 06/24  11:00:00,20683222.124168616,0.0,20185413.95079183,17868113.99999996,51365842.124168575 
 06/24  12:00:00,20683222.1259216,0.0,20185413.952544816,17868113.99999996,51365842.12592156 
 06/24  13:00:00,20679479.513752572,0.0,20181671.340375785,17868113.99999996,51362099.51375253 
 06/24  14:00:00,20679496.5164865,0.0,20181688.343109712,17868113.99999996,51362116.51648646 
 06/24  15:00:00,20446426.370681345,0.0,19948618.19730456,5360434.199999987,34777014.77068132 
 06/24  16:00:00,20446426.36963088,0.0,19948618.196254097,5360434.199999987,34777014.76963086 
 06/24  17:00:00,20214605.078734614,0.0,19716796.905357823,5360434.199999987,34545193.47873459 
 06/24  18:00:00,20214605.077727765,0.0,19716796.90435098,1786811.399999996,29690120.077727757 
 06/24  19:00:00,20214605.077727765,0.0,19716796.90435098,1786811.399999996,29690120.077727757 
 06/24  20:00:00,20448031.567727525,0.0,19950223.394350737,1786811.399999996,29923546.567727514 
 06/24  21:00:00,20448031.567007426,0.0,19950223.39363064,1786811.399999996,29923546.567007415 
 06/24  22:00:00,20448031.567007426,0.0,19950223.39363064,1786811.399999996,29923546.567007415 
 06/24  23:00:00,20447959.75881187,0.0,19950151.58543508,1786811.399999996,29923474.75881186 
 06/24  24:00:00,20447941.740103442,0.0,19950133.566726655,1786811.399999996,29923456.740103435 
 06/25  01:00:00,20685617.516005866,0.0,20187809.34262908,1786811.399999996,30161132.516005855 
 06/25  02:00:00,20685613.35570742,0.0,20187805.182330634,1786811.399999996,30161128.35570741 
 06/25  03:00:00,20447937.60978948,0.0,19950129.436412692,1786811.399999996,29923452.609789472 
 06/25  04:00:00,20685257.51326669,0.0,20187449.339889903,1786811.399999996,30160772.513266683 
 06/25  05:00:00,20685270.41224651,0.0,20187462.238869723,1786811.399999996,30160785.412246503 
 06/25  06:00:00,20685270.41609849,0.0,20187462.242721703,1786811.399999996,30160785.41609848 
 06/25  07:00:00,20447941.736657217,0.0,19950133.56328043,1786811.399999996,29923456.73665721 
 06/25  08:00:00,20685270.414815012,0.0,20187462.241438225,1786811.399999996,30160785.414815 
 06/25  09:00:00,20683222.124248177,0.0,20185413.950871386,1786811.399999996,30158737.124248162 
 06/25  10:00:00,20919686.18912051,0.0,20421878.015743725,1786811.399999996,30395201.189120498 
 06/25  11:00:00,20679491.727152336,0.0,20181683.55377555,1786811.399999996,30155006.72715233 
 06/25  12:00:00,20443146.2701507,0.0,19945338.09677391,1786811.399999996,29918661.270150684 
 06/25  13:00:00,20443153.268796097,0.0,19945345.09541931,1786811.399999996,29918668.268796086 
 06/25  14:00:00,20674106.93801046,0.0,20176298.764633674,1786811.399999996,30149621.938010454 
 06/25  15:00:00,20438227.30063446,0.0,19940419.12725767,1786811.399999996,29913742.30063445 
 06/25  16:00:00,20438235.253041968,0.0,19940427.079665177,1786811.399999996,29913750.253041953 
 06/25  17:00:00,20438235.25304218,0.0,19940427.079665393,1786811.399999996,29913750.25304217 
 06/25  18:00:00,20438235.25304218,0.0,19940427.079665393,1786811.399999996,29913750.253042173 
 06/25  19:00:00,20667106.1873275,0.0,20169298.013950713,1786811.399999996,30142621.187327493 
 06/25  20:00:00,20667106.187967796,0.0,20169298.01459101,1786811.399999996,30142621.187967785 
 06/25  21:00:00,20658490.49454643,0.0,20160682.321169637,1786811.399999996,30134005.49454642 
 06/25  22:00:00,20658490.495736167,0.0,20160682.322359383,1786811.399999996,30134005.495736152 
 06/25  23:00:00,20658490.495736167,0.0,20160682.322359383,1786811.399999996,30134005.495736152 
 06/25  24:00:00,20658490.495736167,0.0,20160682.322359383,1786811.399999996,30134005.495736152 
 06/26  01:00:00,28509941.635057297,3244224.0802336154,20408497.667529795,1786811.399999996,40548357.83505728 
 06/26  02:00:00,26312314.040956955,1039070.1106817245,20416024.042981345,1786811.399999996,38350730.24095694 
 06/26  03:00:00,27768987.90920423,2252148.7555989996,20659619.266311347,1786811.399999996,39807404.10920422 
 06/26  04:00:00,27719355.107283887,2440244.475978928,20421890.744011078,1786811.399999996,39757771.30728388 
 06/26  05:00:00,27582278.46996117,2303180.561327021,20421878.02134027,1786811.399999996,39620694.66996116 
 06/26  06:00:00,26165418.91067575,886321.0058112303,20421878.017570633,3573622.799999992,39990646.510675736 
 06/26  07:00:00,47355419.009161144,22316510.779108368,20181688.342758887,3573622.799999992,61180646.60916113 
 06/26  08:00:00,21877247.466302853,0.0,19945345.096419685,10720868.399999974,42849720.666302815 
 06/26  09:00:00,29940274.207212627,0.0,28119684.2787541,32162605.199999925,85168990.20721255 
 06/26  10:00:00,33301927.026323445,0.0,32049096.743206553,32162605.199999925,88530643.02632335 
 06/26  11:00:00,31665793.579422653,0.0,30561077.813053813,32162605.199999925,86894509.57942256 
 06/26  12:00:00,31277099.07295771,0.0,30215807.19312324,32162605.199999925,86505815.07295763 
 06/26  13:00:00,29803210.097761318,0.0,28852609.145012747,32162605.199999925,82469024.89776126 
 06/26  14:00:00,35204840.15248442,0.0,33792968.39237076,32162605.199999925,90433556.15248433 
 06/26  15:00:00,37503627.44479392,0.0,35845520.51027939,32162605.199999925,92732343.44479382 
 06/26  16:00:00,44461023.10761696,0.0,41799881.778721035,32162605.199999925,99689739.10761689 
 06/26  17:00:00,48146889.742779315,0.0,44800774.846634194,32162605.199999925,103375605.74277924 
 06/26  18:00:00,41328403.90288041,0.0,39107162.80770264,25015359.599999942,86846973.10288033 
 06/26  19:00:00,22622615.172639597,0.0,22070610.96315836,17868113.99999996,55868136.372639544 
 06/26  20:00:00,24746347.1911578,0.0,19889127.30386392,17868113.99999996,57991868.39115775 
 06/26  21:00:00,20648290.634243786,0.0,20150482.460866995,10720868.399999974,44183665.034243755 
 06/26  22:00:00,20423557.552971687,0.0,19925749.3795949,10720868.399999974,43958931.95297166 
 06/26  23:00:00,20431694.794725906,0.0,19933886.621349122,3573622.799999992,34256922.3947259 
 06/26  24:00:00,21466627.801681116,14220.776193095344,19712758.123131778,1786811.399999996,33505044.001681097 
 06/27  01:00:00,24476369.882496014,132028.6868610804,19487121.308341056,1786811.399999996,36514786.08249601 
 06/27  02:00:00,24897333.63602318,783194.2646352246,19256919.48409407,1786811.399999996,36935749.836023174 
 06/27  03:00:00,25696575.506062992,1817176.7646148494,19022178.85415426,1786811.399999996,37734991.70606299 
 06/27  04:00:00,26435952.7840799,2564963.743865423,19013769.152920596,1786811.399999996,38474368.9840799 
 06/27  05:00:00,26780973.590531237,3153053.6356317424,18770700.06760561,1786811.399999996,38819389.79053123 
 06/27  06:00:00,25379351.976872273,1751465.083078357,18770667.006500036,3573622.799999992,39204579.57687226 
 06/27  07:00:00,44933446.078385614,20592574.680160478,19483651.51093125,3573622.799999992,58758673.6783856 
 06/27  08:00:00,20214605.074893426,0.0,19716796.90151664,10720868.399999974,41187078.27489339 
 06/27  09:00:00,30566594.325641993,0.0,28705336.334067803,32162605.199999925,85795310.3256419 
