Date/Time,Electricity:HVAC [J](TimeStep),Heating:Electricity [J](TimeStep),Cooling:Electricity [J](TimeStep),InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](Hourly) 
 06/08  13:00:00,18818999.202634156,0.0,18250552.993789494,32162605.199999925,71484814.0026341 
 06/08  14:00:00,20856486.49122743,0.0,20209935.487896908,32162605.199999925,76085202.49122736 
 06/08  15:00:00,20392465.1839661,0.0,19762274.243777245,32162605.199999925,75621181.18396601 
 06/08  16:00:00,19620449.54182442,0.0,19018309.352253526,32162605.199999925,74849165.54182434 
 06/08  17:00:00,19041822.83451137,0.0,18453899.190279588,32162605.199999925,74270538.8345113 
 06/08  18:00:00,19840524.907856125,0.0,14971226.14663079,25015359.599999942,65359094.10785604 
 06/08  19:00:00,16976812.401273612,0.0,14108779.276448285,17868113.99999996,50222333.60127357 
 06/08  20:00:00,14606588.190911882,0.0,14108780.017535094,17868113.99999996,47852109.39091183 
 06/08  21:00:00,14784777.38392761,0.0,14286969.210550822,10720868.399999974,38320151.78392758 
 06/08  22:00:00,15100183.225305881,0.0,14602375.051929094,10720868.399999974,38635557.62530584 
 06/08  23:00:00,17954754.556301083,492595.5870220016,14784644.938943747,3573622.799999992,31779982.156301074 
 06/08  24:00:00,22679318.36537637,3081320.3542175316,14740778.123864956,1786811.399999996,34717734.56537636 
 06/09  01:00:00,22725577.807564836,3311295.3931685686,14557062.527102385,1786811.399999996,34763994.00756483 
 06/09  02:00:00,23867882.19779302,4453599.062682641,14557063.2478165,1786811.399999996,35906298.39779302 
 06/09  03:00:00,24412311.688744426,5045017.045488258,14510074.755962286,1786811.399999996,36450727.888744414 
 06/09  04:00:00,24823544.22941907,5456282.720003609,14510041.622121576,1786811.399999996,36861960.42941906 
 06/09  05:00:00,25188380.032585267,5636018.735952326,14695141.409339055,1786811.399999996,37226796.232585266 
 06/09  06:00:00,23366020.26644405,3951770.4018129907,14557029.977337174,3573622.799999992,37191247.86644404 
 06/09  07:00:00,49997729.576003015,30766202.847861756,14374306.840847377,3573622.799999992,63822957.176002994 
 06/09  08:00:00,25175392.398426823,5943865.670226171,14374306.840906769,10720868.399999974,46147865.5984268 
 06/09  09:00:00,19906120.32679789,0.0,19162324.462368358,32162605.199999925,75134836.32679781 
 06/09  10:00:00,24793878.05950529,0.0,23856884.128495123,32162605.199999925,80022594.05950522 
 06/09  11:00:00,24403793.04377468,0.0,23498680.43054435,32162605.199999925,79632509.0437746 
 06/09  12:00:00,24410973.794118915,0.0,23504794.55198819,32162605.199999925,79639689.79411882 
 06/09  13:00:00,23651366.444140676,0.0,22804448.746531036,32162605.199999925,76317181.2441406 
 06/09  14:00:00,28006252.21937152,0.0,26755319.64802813,32162605.199999925,83234968.21937144 
 06/09  15:00:00,29288759.963120036,0.0,27929265.80116244,32162605.199999925,84517475.96311995 
 06/09  16:00:00,30233947.142571613,0.0,28777911.78623284,32162605.199999925,85462663.14257154 
 06/09  17:00:00,28524494.13847228,0.0,27225601.761823032,32162605.199999925,83753210.1384722 
 06/09  18:00:00,22917075.87092614,0.0,22130654.377986453,25015359.599999942,68435645.07092607 
 06/09  19:00:00,19413316.23439006,0.0,14556096.347096177,17868113.99999996,52658837.43439001 
 06/09  20:00:00,14908594.748772996,0.0,14410786.575396208,17868113.99999996,48154115.948772945 
 06/09  21:00:00,14856319.36000282,0.0,14358511.186626032,10720868.399999974,38391693.7600028 
 06/09  22:00:00,14856319.358304044,0.0,14358511.184927259,10720868.399999974,38391693.758304015 
 06/09  23:00:00,16735646.225354617,7421.991080369963,14304442.132928593,3573622.799999992,30560873.825354606 
 06/09  24:00:00,21525920.8495532,2364258.831500924,14304442.130758397,1786811.399999996,33564337.0495532 
 06/10  01:00:00,14938602.548475826,0.0,14440794.375099039,1786811.399999996,24414117.548475817 
 06/10  02:00:00,14746367.186253527,0.0,14248559.01287674,1786811.399999996,24221882.186253518 
 06/10  03:00:00,14496032.729158878,0.0,13998224.55578209,1786811.399999996,23971547.729158867 
 06/10  04:00:00,14113705.050992172,0.0,13615896.877615385,1786811.399999996,23589220.05099216 
 06/10  05:00:00,14113703.406655036,0.0,13615895.233278248,1786811.399999996,23589218.40665503 
 06/10  06:00:00,13924035.550075328,0.0,13426227.37669854,1786811.399999996,23399550.55007532 
 06/10  07:00:00,13613650.188083662,0.0,13115842.014706874,3573622.799999992,27438877.788083654 
 06/10  08:00:00,13800036.807060394,0.0,13302228.633683607,3573622.799999992,27625264.407060377 
 06/10  09:00:00,14048850.414555665,0.0,13551042.241178878,17868113.99999996,44731470.41455562 
 06/10  10:00:00,14235754.076582242,0.0,13737945.903205454,17868113.99999996,44918374.0765822 
 06/10  11:00:00,14480503.107572604,0.0,13982694.934195817,17868113.99999996,45163123.10757257 
 06/10  12:00:00,14856319.052627781,0.0,14358510.879250996,17868113.99999996,45538939.052627735 
 06/10  13:00:00,15045689.759117967,0.0,14547881.58574118,17868113.99999996,45728309.75911792 
 06/10  14:00:00,15045690.38639652,0.0,14547882.213019732,17868113.99999996,45728310.386396475 
 06/10  15:00:00,14856319.358356122,0.0,14358511.184979334,5360434.199999987,29186907.7583561 
 06/10  16:00:00,14480503.111874556,0.0,13982694.938497769,5360434.199999987,28811091.51187453 
 06/10  17:00:00,14108508.408647608,0.0,13610700.23527082,5360434.199999987,28439096.808647588 
 06/10  18:00:00,13923911.814867662,0.0,13426103.641490875,1786811.399999996,23399426.814867653 
 06/10  19:00:00,14294034.442865627,0.0,13796226.26948884,1786811.399999996,23769549.442865618 
 06/10  20:00:00,14480503.111875642,0.0,13982694.938498855,1786811.399999996,23956018.111875635 
 06/10  21:00:00,14612441.978859244,0.0,14114633.80548246,1786811.399999996,24087956.97885924 
 06/10  22:00:00,14612441.975955948,0.0,14114633.80257916,1786811.399999996,24087956.975955937 
 06/10  23:00:00,14802249.653936923,0.0,14304441.480560135,1786811.399999996,24277764.653936915 
 06/10  24:00:00,14993052.639398713,0.0,14495244.466021925,1786811.399999996,24468567.6393987 
 06/11  01:00:00,14993053.62058719,0.0,14495245.447210403,1786811.399999996,24468568.620587185 
 06/11  02:00:00,15377684.685415557,0.0,14879876.51203877,1786811.399999996,24853199.68541555 
 06/11  03:00:00,15915363.117201991,0.0,15417554.943825206,1786811.399999996,25390878.11720198 
 06/11  04:00:00,16267735.100037735,0.0,15769926.926660948,1786811.399999996,25743250.10003772 
 06/11  05:00:00,16066533.359532358,0.0,15568725.18615557,1786811.399999996,25542048.35953235 
 06/11  06:00:00,15667490.886103341,0.0,15169682.712726556,1786811.399999996,25143005.88610334 
 06/11  07:00:00,16267698.888656288,0.0,15769890.715279501,1786811.399999996,25743213.888656277 
 06/11  08:00:00,16267710.769116104,0.0,15769902.595739316,1786811.399999996,25743225.769116096 
 06/11  09:00:00,16313526.579461996,0.0,15815718.40608521,1786811.399999996,25789041.57946199 
 06/11  10:00:00,16514275.760032412,0.0,16016467.586655624,1786811.399999996,25989790.760032404 
 06/11  11:00:00,16556729.385016493,0.0,16058921.211639706,1786811.399999996,26032244.38501649 
 06/11  12:00:00,14726735.053726766,0.0,14228926.880349979,1786811.399999996,24202250.05372676 
 06/11  13:00:00,16400200.479764748,0.0,15902392.30638796,1786811.399999996,25875715.47976474 
 06/11  14:00:00,16357563.527065605,0.0,15859755.353688817,1786811.399999996,25833078.527065594 
 06/11  15:00:00,16399723.65884489,0.0,15901915.485468103,1786811.399999996,25875238.65884488 
 06/11  16:00:00,16597402.64381045,0.0,16099594.470433664,1786811.399999996,26072917.643810436 
 06/11  17:00:00,16440211.940999601,0.0,15942403.767622814,1786811.399999996,25915726.940999594 
 06/11  18:00:00,16440211.94455808,0.0,15942403.771181293,1786811.399999996,25915726.94455807 
 06/11  19:00:00,16203215.877590107,0.0,15705407.70421332,1786811.399999996,25678730.877590097 
 06/11  20:00:00,16203182.041428734,0.0,15705373.868051946,1786811.399999996,25678697.041428726 
 06/11  21:00:00,15045701.060999062,0.0,14547892.887622276,1786811.399999996,24521216.06099905 
 06/11  22:00:00,13923910.90475108,0.0,13426102.731374292,1786811.399999996,23399425.90475107 
 06/11  23:00:00,13438769.22240161,0.0,12940961.049024824,1786811.399999996,22914284.2224016 
 06/11  24:00:00,13259273.597718772,0.0,12761465.424341984,1786811.399999996,22734788.597718764 
 06/12  01:00:00,29631575.733964317,12303511.54165367,12470844.305016767,1786811.399999996,41669991.933964305 
 06/12  02:00:00,23178238.441979073,5850174.246467324,12470844.308217866,1786811.399999996,35216654.64197907 
 06/12  03:00:00,25009472.29943107,7681408.103919318,12470844.308217868,1786811.399999996,37047888.49943106 
 06/12  04:00:00,24375973.457848642,7332011.827186136,12186741.743368622,1786811.399999996,36414389.65784863 
 06/12  05:00:00,23818559.421640933,7119149.371179629,11842190.16316742,1786811.399999996,35856975.62164092 
 06/12  06:00:00,21810928.294285536,5453124.907180728,11500583.499810927,3573622.799999992,35636155.89428552 
 06/12  07:00:00,49914104.23424166,32761537.90572347,12295346.4412243,3573622.799999992,63739331.83424164 
 06/12  08:00:00,30284971.001295116,13307115.436404388,12120635.67759684,10720868.399999974,51257444.20129507 
 06/12  09:00:00,15479322.59410055,0.0,12389504.91595666,32162605.199999925,70708038.59410046 
 06/12  10:00:00,15548121.48070476,0.0,14652966.555261543,32162605.199999925,70776837.48070468 
 06/12  11:00:00,19829896.217967622,0.0,19120014.19637434,32162605.199999925,75058612.21796755 
 06/12  12:00:00,20955715.10549085,0.0,20182002.3592481,32162605.199999925,76184431.10549074 
 06/12  13:00:00,19826903.5925238,0.0,19108161.83263429,32162605.199999925,72492718.39252372 
 06/12  14:00:00,22322995.954519212,0.0,21421086.0505049,32162605.199999925,77551711.95451912 
 06/12  15:00:00,22760919.498711623,0.0,21813143.254532054,32162605.199999925,77989635.49871154 
 06/12  16:00:00,23819637.967171233,0.0,22765016.843571953,32162605.199999925,79048353.96717115 
 06/12  17:00:00,23877007.302330762,0.0,22821556.74328225,32162605.199999925,79105723.30233067 
 06/12  18:00:00,18122847.485912688,0.0,17484040.100945264,25015359.599999942,63641416.68591263 
 06/12  19:00:00,16894818.41198575,0.0,12037598.524691869,17868113.99999996,50140339.611985706 
 06/12  20:00:00,12535410.961853037,0.0,12037602.78847625,17868113.99999996,45780932.161852986 
 06/12  21:00:00,12641443.558150068,0.0,12143635.38477328,10720868.399999974,36176817.95815004 
 06/12  22:00:00,12811611.542313293,0.0,12313803.368936505,10720868.399999974,36346985.942313254 
 06/12  23:00:00,15761205.942089122,769888.54314019,12313803.368613599,3573622.799999992,29586433.542089116 
 06/12  24:00:00,20945797.130199652,3774773.874292171,12313803.368613597,1786811.399999996,32984213.33019964 
 06/13  01:00:00,21227237.066629145,4056213.810721663,12313803.368613597,1786811.399999996,33265653.266629133 
 06/13  02:00:00,22663391.668096807,5382785.98855406,12423385.792248866,1786811.399999996,34701807.8680968 
 06/13  03:00:00,23320451.38143867,6039886.310708484,12423345.183436306,1786811.399999996,35358867.58143865 
 06/13  04:00:00,24128493.59558331,6847928.53376155,12423345.174527872,1786811.399999996,36166909.7955833 
 06/13  05:00:00,24318539.970320694,6865022.2749228375,12596297.80810398,1786811.399999996,36356956.17032069 
 06/13  06:00:00,22619217.571943857,5165703.755368408,12596293.929281566,3573622.799999992,36444445.17194384 
 06/13  07:00:00,49714819.98871972,32087574.501266666,12770025.600159166,3573622.799999992,63540047.5887197 
 06/13  08:00:00,27707018.4827641,9905244.391674723,12944554.203795495,10720868.399999974,48679491.682764076 
 06/13  09:00:00,16269630.106724933,0.0,14673019.913466621,32162605.199999925,71498346.10672484 
 06/13  10:00:00,19166600.19353257,0.0,18516777.790134072,32162605.199999925,74395316.19353248 
 06/13  11:00:00,21755007.971219867,0.0,20976901.207564663,32162605.199999925,76983723.97121978 
 06/13  12:00:00,22747003.377246317,0.0,21877738.630930636,32162605.199999925,77975719.37724623 
 06/13  13:00:00,21625504.481900737,0.0,20824242.964386262,32162605.199999925,74291319.28190064 
 06/13  14:00:00,23214519.011954293,0.0,22234273.182046182,32162605.199999925,78443235.0119542 
 06/13  15:00:00,23119961.030194364,0.0,22124089.098156217,32162605.199999925,78348677.03019427 
 06/13  16:00:00,22108719.468550097,0.0,21183991.80228119,32162605.199999925,77337435.46855001 
 06/13  17:00:00,20293941.867107615,0.0,19497333.09835197,32162605.199999925,75522657.86710753 
 06/13  18:00:00,14388814.599983776,0.0,13330844.46188479,25015359.599999942,59907383.79998371 
 06/13  19:00:00,16449040.387581192,0.0,12099284.35826667,17868113.99999996,49694561.58758115 
 06/13  20:00:00,12597094.619706117,0.0,12099286.44632933,17868113.99999996,45842615.81970607 
 06/13  21:00:00,12367936.366459865,0.0,11870128.193083078,10720868.399999974,35903310.76645984 
 06/13  22:00:00,12035095.372445602,0.0,11537287.199068815,10720868.399999974,35570469.772445574 
 06/13  23:00:00,14984560.765884947,769759.5353768948,11537287.200172719,3573622.799999992,28809788.365884934 
 06/13  24:00:00,20266663.746982094,3872156.659515493,11537287.200172715,1786811.399999996,32305079.946982086 
 06/14  01:00:00,20753370.533913307,4090600.4820673885,11805550.164552037,1786811.399999996,32791786.7339133 
 06/14  02:00:00,22318444.534038853,5317579.637304842,12143645.00944013,1786811.399999996,34356860.734038845 
 06/14  03:00:00,22982560.565333713,5811532.810728536,12313807.867311291,1786811.399999996,35020976.765333705 
 06/14  04:00:00,23637757.31567121,6010463.710134218,12770073.718243107,1786811.399999996,35676173.51567119 
 06/14  05:00:00,23879565.165822018,6252319.667877642,12770025.61065049,1786811.399999996,35917981.36582201 
 06/14  06:00:00,22597283.360524885,4677922.126253934,13062141.346977066,3573622.799999992,36422510.96052487 
 06/14  07:00:00,49643259.883996695,31666034.95573134,13120005.04097148,3573622.799999992,63468487.483996674 
 06/14  08:00:00,27566467.00500728,9589242.074757764,13120005.042955633,10720868.399999974,48538940.20500725 
 06/14  09:00:00,16801095.213564176,0.0,15195549.326113604,32162605.199999925,72029811.21356408 
 06/14  10:00:00,19609175.879116386,0.0,18946381.884423196,32162605.199999925,74837891.87911631 
 06/14  11:00:00,21935574.51766367,0.0,21161232.080539446,32162605.199999925,77164290.51766358 
 06/14  12:00:00,22896778.480490465,0.0,22064850.75121132,32162605.199999925,78125494.48049037 
 06/14  13:00:00,21717866.700587682,0.0,20989014.403123703,32162605.199999925,74383681.5005876 
 06/14  14:00:00,23336849.699247062,0.0,22492588.801407084,32162605.199999925,78565565.69924699 
 06/14  15:00:00,25386439.01838815,0.0,24380651.00748643,32162605.199999925,80615155.01838806 
 06/14  16:00:00,28041629.592128247,0.0,26842282.50176066,32162605.199999925,83270345.59212817 
 06/14  17:00:00,26974630.438908845,0.0,25888165.85138664,32162605.199999925,82203346.43890877 
 06/14  18:00:00,20066134.066864293,0.0,19462226.316622987,25015359.599999942,65584703.266864225 
 06/14  19:00:00,20995723.20268389,0.0,16138503.315390002,17868113.99999996,54241244.40268383 
 06/14  20:00:00,17000418.076319512,0.0,16502609.902942725,17868113.99999996,50245939.27631945 
 06/14  21:00:00,17189122.18889162,0.0,16691314.015514832,10720868.399999974,40724496.58889159 
 06/14  22:00:00,17155602.857818317,0.0,16657794.68444153,10720868.399999974,40690977.25781829 
 06/14  23:00:00,18116796.79667456,0.0,16433876.147573505,3573622.799999992,31942024.396674547 
 06/14  24:00:00,22452117.65194286,1578418.130762959,16016479.63388602,1786811.399999996,34490533.85194286 
 06/15  01:00:00,23250805.822647404,2533888.81594072,15859697.1194128,1786811.399999996,35289222.022647396 
 06/15  02:00:00,24060130.876200058,3541288.07009864,15661622.918807538,1786811.399999996,36098547.07620005 
 06/15  03:00:00,24677609.69593638,4355791.739630059,15464598.069012437,1786811.399999996,36716025.89593637 
 06/15  04:00:00,25032318.923609026,4906458.465792179,15268640.570522966,1786811.399999996,37070735.12360901 
 06/15  05:00:00,25105867.79281474,4933266.790890064,15315381.114630794,1786811.399999996,37144283.992814735 
 06/15  06:00:00,23703620.490467846,3677949.5411587716,15168451.062015194,3573622.799999992,37528848.09046784 
 06/15  07:00:00,45358674.80082275,25379456.607833136,15121998.305695727,3573622.799999992,59183902.40082273 
 06/15  08:00:00,20566113.322037637,586895.1311346173,15121998.30360914,10720868.399999974,41538586.5220376 
 06/15  09:00:00,24120445.300458446,0.0,23252299.245343715,32162605.199999925,79349161.30045836 
 06/15  10:00:00,27829577.437294386,0.0,26707056.72914669,32162605.199999925,83058293.4372943 
 06/15  11:00:00,26592330.286022834,0.0,25600994.009220205,32162605.199999925,81821046.28602274 
 06/15  12:00:00,26127870.94133756,0.0,25170529.943989564,32162605.199999925,81356586.94133748 
 06/15  13:00:00,25193370.201077025,0.0,24318253.04767572,32162605.199999925,77859185.00107697 
 06/15  14:00:00,30817552.225684613,0.0,29483760.94779276,32162605.199999925,86046268.22568454 
 06/15  15:00:00,33583764.11622903,0.0,31999115.581547897,32162605.199999925,88812480.11622894 
 06/15  16:00:00,40058150.935262844,0.0,37667033.541764095,32162605.199999925,95286866.93526275 
 06/15  17:00:00,43293691.913805775,0.0,40378091.44839048,32162605.199999925,98522407.91380571 
 06/15  18:00:00,36404811.34300588,0.0,34562287.76153142,25015359.599999942,81923380.54300581 
 06/15  19:00:00,20161078.477590494,0.0,19618531.069156963,17868113.99999996,53406599.677590445 
 06/15  20:00:00,20790099.167336214,0.0,16947806.99600105,17868113.99999996,54035620.36733618 
 06/15  21:00:00,14539928.02167088,0.0,14042119.848294092,10720868.399999974,38075302.42167085 
 06/15  22:00:00,17189122.230129465,0.0,16691314.056752678,10720868.399999974,40724496.63012944 
 06/15  23:00:00,16967017.08361591,0.0,16469208.910239123,3573622.799999992,30792244.6836159 
 06/15  24:00:00,21268089.91242927,0.0,16657794.683249114,1786811.399999996,33306506.112429257 
 06/16  01:00:00,22187029.94896764,672015.3812308129,16657794.680442942,1786811.399999996,34225446.14896763 
 06/16  02:00:00,24271900.409247007,2565226.431235728,16849454.090717398,1786811.399999996,36310316.609247 
 06/16  03:00:00,24637939.3972754,3158383.7783836494,16622335.731597867,1786811.399999996,36676355.59727539 
 06/16  04:00:00,25283432.222497396,3803886.971747781,16622325.36345573,1786811.399999996,37321848.42249739 
 06/16  05:00:00,25579535.474637024,4099990.226812359,16622325.360530782,1786811.399999996,37617951.67463701 
 06/16  06:00:00,23892870.96485789,2639053.031620135,16396598.045943871,3573622.799999992,37718098.56485788 
 06/16  07:00:00,49390667.17114257,27911121.924015425,16622325.35983327,3573622.799999992,63215894.77114256 
 06/16  08:00:00,23836274.103676904,2356728.8558530686,16622325.36052996,10720868.399999974,44808747.30367687 
 06/16  09:00:00,22943940.542241152,0.0,22251229.912031956,32162605.199999925,78172656.5422411 
 06/16  10:00:00,28162807.055909675,0.0,27193505.06943395,32162605.199999925,83391523.05590959 
 06/16  11:00:00,28809572.758714993,0.0,27806717.8890787,32162605.199999925,84038288.75871491 
 06/16  12:00:00,29853849.076912183,0.0,28765560.98163253,32162605.199999925,85082565.0769121 
 06/16  13:00:00,29101532.085787926,0.0,28092734.219478272,32162605.199999925,81767346.88578784 
 06/16  14:00:00,32899035.003496878,0.0,31529419.20500917,32162605.199999925,88127751.0034968 
 06/16  15:00:00,35878370.69304026,0.0,34205579.93259897,32162605.199999925,91107086.69304016 
 06/16  16:00:00,40537823.60985323,0.0,38193289.24697747,32162605.199999925,95766539.60985312 
 06/16  17:00:00,42781782.483632185,0.0,40054696.175095774,32162605.199999925,98010498.4836321 
 06/16  18:00:00,37098269.491776824,0.0,35226891.82900342,25015359.599999942,82616838.69177675 
 06/16  19:00:00,20403087.795300025,0.0,19864277.784343857,17868113.99999996,53648608.995299995 
 06/16  20:00:00,21909429.67958304,0.0,18067137.50824788,17868113.99999996,55154950.87958299 
 06/16  21:00:00,18815700.415976282,0.0,18317892.242599495,10720868.399999974,42351074.815976255 
 06/16  22:00:00,18830330.111540824,0.0,18332521.938164037,10720868.399999974,42365704.51154079 
 06/16  23:00:00,18632563.058964968,0.0,18134754.885588184,3573622.799999992,32457790.65896496 
 06/16  24:00:00,21427385.87270744,0.0,18559352.747882113,1786811.399999996,33465802.072707422 
 06/17  01:00:00,18643818.887808155,0.0,18146010.714431368,1786811.399999996,28119333.887808144 
 06/17  02:00:00,18643818.892396554,0.0,18146010.719019767,1786811.399999996,28119333.892396547 
 06/17  03:00:00,18425271.224427845,0.0,17927463.051051058,1786811.399999996,27900786.224427834 
 06/17  04:00:00,18425264.599853136,0.0,17927456.426476352,1786811.399999996,27900779.59985313 
 06/17  05:00:00,18425264.598118383,0.0,17927456.424741596,1786811.399999996,27900779.598118376 
 06/17  06:00:00,18207921.659836203,0.0,17710113.486459415,1786811.399999996,27683436.659836195 
 06/17  07:00:00,18653345.55254998,0.0,18155537.379173193,3573622.799999992,32478573.152549967 
 06/17  08:00:00,18653345.55491221,0.0,18155537.381535422,3573622.799999992,32478573.1549122 
 06/17  09:00:00,18653345.554912206,0.0,18155537.381535422,17868113.99999996,49335965.55491216 
 06/17  10:00:00,18871195.97745404,0.0,18373387.804077253,17868113.99999996,49553815.97745401 
 06/17  11:00:00,18871195.977780767,0.0,18373387.804403983,17868113.99999996,49553815.97778072 
 06/17  12:00:00,19090227.256361052,0.0,18592419.082984265,17868113.99999996,49772847.25636101 
 06/17  13:00:00,19090233.811172973,0.0,18592425.637796186,17868113.99999996,49772853.811172925 
 06/17  14:00:00,18877119.414452355,0.0,18379311.241075568,17868113.99999996,49559739.41445232 
 06/17  15:00:00,18877119.416558813,0.0,18379311.243182026,5360434.199999987,33207707.81655879 
 06/17  16:00:00,18877119.416558813,0.0,18379311.243182026,5360434.199999987,33207707.81655879 
 06/17  17:00:00,18667308.903783552,0.0,18169500.73040677,5360434.199999987,32997897.30378353 
 06/17  18:00:00,18667308.906046003,0.0,18169500.732669216,1786811.399999996,28142823.906045996 
 06/17  19:00:00,18881370.530414477,0.0,18383562.35703769,1786811.399999996,28356885.53041447 
 06/17  20:00:00,18881370.530619938,0.0,18383562.357243154,1786811.399999996,28356885.53061993 
 06/17  21:00:00,19094235.982671283,0.0,18596427.809294496,1786811.399999996,28569750.982671276 
 06/17  22:00:00,19094235.981556304,0.0,18596427.80817952,1786811.399999996,28569750.981556296 
 06/17  23:00:00,18877119.41731056,0.0,18379311.24393377,1786811.399999996,28352634.41731055 
 06/17  24:00:00,18877119.416558813,0.0,18379311.243182026,1786811.399999996,28352634.416558806 
 06/18  01:00:00,18877119.416558813,0.0,18379311.243182026,1786811.399999996,28352634.416558806 
 06/18  02:00:00,18877119.416558813,0.0,18379311.243182026,1786811.399999996,28352634.416558806 
 06/18  03:00:00,18661173.8834302,0.0,18163365.710053414,1786811.399999996,28136688.88343019 
 06/18  04:00:00,18661168.34894743,0.0,18163360.175570644,1786811.399999996,28136683.34894742 
 06/18  05:00:00,18661168.347530857,0.0,18163360.17415407,1786811.399999996,28136683.347530853 
 06/18  06:00:00,18661168.34753049,0.0,18163360.174153704,1786811.399999996,28136683.347530484 
 06/18  07:00:00,18871195.980063304,0.0,18373387.806686517,1786811.399999996,28346710.980063293 
 06/18  08:00:00,18653345.555317555,0.0,18155537.381940767,1786811.399999996,28128860.555317543 
 06/18  09:00:00,18643818.89448306,0.0,18146010.721106272,1786811.399999996,28119333.894483052 
 06/18  10:00:00,18425264.59898576,0.0,17927456.425608974,1786811.399999996,27900779.598985754 
 06/18  11:00:00,18425264.59811793,0.0,17927456.42474114,1786811.399999996,27900779.59811792 
 06/18  12:00:00,18854244.910709836,0.0,18356436.737333044,1786811.399999996,28329759.910709824 
 06/18  13:00:00,18632570.762246177,0.0,18134762.588869393,1786811.399999996,28108085.76224617 
 06/18  14:00:00,18643818.89032018,0.0,18146010.716943394,1786811.399999996,28119333.89032017 
 06/18  15:00:00,18863578.499451376,0.0,18365770.32607459,1786811.399999996,28339093.499451365 
 06/18  16:00:00,18863578.499913927,0.0,18365770.32653714,1786811.399999996,28339093.499913916 
 06/18  17:00:00,18653345.5527507,0.0,18155537.37937391,1786811.399999996,28128860.552750688 
 06/18  18:00:00,18653345.554912206,0.0,18155537.38153542,1786811.399999996,28128860.554912202 
 06/18  19:00:00,18871195.977372356,0.0,18373387.803995572,1786811.399999996,28346710.97737235 
 06/18  20:00:00,19084547.910286114,0.0,18586739.736909326,1786811.399999996,28560062.910286106 
 06/18  21:00:00,18854244.911494594,0.0,18356436.738117807,1786811.399999996,28329759.911494587 
 06/18  22:00:00,18619556.72680036,0.0,18121748.553423572,1786811.399999996,28095071.726800352 
 06/18  23:00:00,18157478.302081842,0.0,17659670.128705055,1786811.399999996,27632993.302081835 
 06/18  24:00:00,17913611.696393285,0.0,17415803.523016497,1786811.399999996,27389126.696393277 
 06/19  01:00:00,27156904.976471663,5355179.893254499,16944505.19592328,1786811.399999996,39195321.17647166 
 06/19  02:00:00,24549126.720378496,3000556.0785996965,16691350.754484922,1786811.399999996,36587542.920378484 
 06/19  03:00:00,25633705.195161317,4558102.229148283,16218383.078719154,1786811.399999996,37672121.39516131 
 06/19  04:00:00,26113544.713165652,5239852.575066897,16016472.250804875,1786811.399999996,38151960.91316565 
 06/19  05:00:00,25989147.97793658,5316205.413921493,15815722.676721204,1786811.399999996,38027564.17793657 
 06/19  06:00:00,23844132.49873008,3522342.3248982076,15464570.28653799,3573622.799999992,37669360.09873007 
 06/19  07:00:00,48806121.61631463,28680263.860648017,15268637.868372722,3573622.799999992,62631349.21631462 
 06/19  08:00:00,26450562.862311587,6805750.170211254,14787592.80480645,10720868.399999974,47423036.06231156 
 06/19  09:00:00,18375459.110687762,0.0,17082377.20822286,32162605.199999925,73604175.11068767 
 06/19  10:00:00,20817440.421725128,0.0,20146577.45483937,32162605.199999925,76046156.42172503 
 06/19  11:00:00,22146976.923228413,0.0,21400506.83059524,32162605.199999925,77375692.92322832 
 06/19  12:00:00,24809135.775402717,0.0,23951741.73594054,32162605.199999925,80037851.77540264 
 06/19  13:00:00,23041735.653313413,0.0,22304628.875802167,32162605.199999925,75707550.45331332 
 06/19  14:00:00,24708930.079091247,0.0,23806301.776101384,32162605.199999925,79937646.07909116 
 06/19  15:00:00,26222704.09661258,0.0,25166101.574000858,32162605.199999925,81451420.09661251 
 06/19  16:00:00,25156921.153554805,0.0,24084872.722276747,32162605.199999925,80385637.15355472 
 06/19  17:00:00,23588387.459685992,0.0,22669010.21198231,32162605.199999925,78817103.45968594 
 06/19  18:00:00,17606548.345224254,0.0,17033065.951316025,25015359.599999942,63125117.54522417 
 06/19  19:00:00,19066815.11133432,0.0,14209595.224040437,17868113.99999996,52312336.31133427 
 06/19  20:00:00,14707406.795645658,0.0,14209598.62226887,17868113.99999996,47952927.995645605 
 06/19  21:00:00,14532845.348078255,0.0,14035037.174701467,10720868.399999974,38068219.74807823 
 06/19  22:00:00,14359110.997249015,0.0,13861302.823872227,10720868.399999974,37894485.39724899 
 06/19  23:00:00,16254063.054965131,15884.727518954662,13814396.226100523,3573622.799999992,30079290.654965118 
 06/19  24:00:00,20332814.46858701,2008886.9417569893,13466707.63953614,1786811.399999996,32371230.668587007 
 06/20  01:00:00,21126643.04430722,2629273.413216648,13640149.743796686,1786811.399999996,33165059.244307216 
 06/20  02:00:00,22237516.68089947,3740150.542187321,13640146.251418263,1786811.399999996,34275932.88089947 
 06/20  03:00:00,23045803.833197214,4374184.441019865,13814399.50488346,1786811.399999996,35084220.0331972 
 06/20  04:00:00,23584565.55241606,4785061.483094739,13942284.182027442,1786811.399999996,35622981.75241606 
 06/20  05:00:00,23777001.65067901,4847771.033832554,14072010.729552574,1786811.399999996,35815417.85067901 
 06/20  06:00:00,22067941.41684776,3317386.767217768,13893334.76233611,3573622.799999992,35893169.01684776 
 06/20  07:00:00,50517188.68450937,30053849.266775534,15606119.530439947,3573622.799999992,64342416.28450936 
